"Název","Podtitul","Celexové číslo","Datum dokumentu",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 22. dubna 2021.#thyssenkrupp Electrical Steel GmbH a thyssenkrupp Electrical Steel Ugo v. Evropská komise.#Kasační opravný prostředek – Celní unie – Nařízení (EU) č. 952/2013 – Článek 211 odst. 6 – Povolení použít režim aktivního zušlechťovacího styku u určitých výrobků z křemíkové elektrotechnické oceli s orientovanou strukturou – Riziko nepříznivého dotčení zásadních zájmů výrobců Unie – Prověřování hospodářských podmínek – Prováděcí nařízení (EU) 2015/2447 – Článek 259 – Závěry Evropské komise k hospodářským podmínkám – Článek 263 SFEU – Akt, který nelze napadnout žalobou.#Věc C-572/18 P.","","62018CJ0572","2021-04-22",
"Rozsudek Soudního dvora (pátého senátu) ze dne 15. dubna 2021.#Federazione nazionale delle imprese elettrotecniche ed elettroniche (Anie) a další a Athesia Energy Srl a další v. Ministero dello Sviluppo Economico a Gestore dei servizi energetici (GSE) SpA.#Žádosti o rozhodnutí o předběžné otázce podané Tribunale Amministrativo Regionale per il Lazio.#Řízení o předběžné otázce – Životní prostředí – Články 16 a 17 Listiny základních práv Evropské unie – Zásada právní jistoty a zásada ochrany legitimního čekávání – Smlouva o energetické chartě – Článek 10 – Použitelnost – Směrnice 2009/28/ES – Článek 3 odst. 3 písm. a) – Podpora využívání energie z obnovitelných zdrojů – Výroba elektrické energie v solárních fotovoltaických zařízeních – Změna režimu podpory.#Spojené věci C-798/18 a C-799/18.","","62018CJ0798","2021-04-15",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 25. března 2021.#BT v. Balgarska Narodna Banka.#Žádost o rozhodnutí o předběžné otázce podaná Administrativen sad Sofia-grad.#Řízení o předběžné otázce – Systémy pojištění vkladů – Směrnice 94/19/ES – Článek 1 bod 3 podbod i) – Článek 7 odst. 6 – Článek 10 odst. 1 – Pojem ‚nedisponibilní vklad‘ – Zjištění nedisponibility vkladu – Příslušný orgán – Práva vkladatelů na náhradu – Smluvní ujednání odporující směrnici 94/19 – Zásada přednosti unijního práva – Evropský systém dohledu nad finančním trhem – Evropský orgán pro bankovnictví (EBA) – Nařízení (EU) č. 1093/2010 – Článek 1 odst. 2 – Článek 4 bod 2 podbod iii) – Článek 17 odst. 3 – Doporučení EBA vnitrostátnímu bankovnímu orgánu týkající se opatření, která mají být přijata za účelem splnění povinností vyplývajících ze směrnice 94/19 – Právní účinky – Platnost – Reorganizace a likvidace úvěrových institucí – Směrnice 2001/24/ES – Článek 2 sedmá odrážka – Pojem ‚reorganizační opatření‘ – Slučitelnost s čl. 17 odst. 1 a čl. 52 odst. 1 Listiny základních práv Evropské unie – Odpovědnost členských států v případě porušení unijního práva – Podmínky – Dostatečně závažné porušení unijního práva – Procesní autonomie členských států – Zásada loajální spolupráce – Článek 4 odst. 3 SEU – Zásady rovnocennosti a efektivity.#Věc C-501/18.","","62018CJ0501","2021-03-25",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 25. března 2021.#Sun Pharmaceutical Industries Ltd a Ranbaxy (UK) Ltd v. Evropská komise.#Kasační opravný prostředek – Hospodářská soutěž – Kartelové dohody – Farmaceutické výrobky – Léčivé přípravky proti depresím (citalopram) – Dohody o smírném narovnání patentových sporů uzavřené mezi výrobcem originálních léčivých přípravků, který je držitelem těchto patentů, a výrobci generických léčivých přípravků – Článek 101 SFEU – Potenciální hospodářská soutěž – Omezení z hlediska účelu – Kvalifikace – Výpočet výše pokuty.#Věc C-586/16 P.","","62016CJ0586","2021-03-25",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 25. března 2021.#Generics (UK) Ltd v. Evropská komise.#Kasační opravný prostředek – Hospodářská soutěž – Kartelové dohody – Farmaceutické výrobky – Trh s léčivými přípravky pro léčbu depresí (citalopram) – Dohody o smírném narovnání patentových sporů uzavřené mezi výrobcem originálních léčivých přípravků, který je držitelem těchto patentů, a výrobci generických léčivých přípravků – Článek 101 SFEU – Potenciální hospodářská soutěž – Omezení z hlediska účelu – Kvalifikace – Výpočet výše pokuty.#Věc C-588/16 P.","","62016CJ0588","2021-03-25",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 25. března 2021.#Merck KGaA v. Evropská komise.#Kasační opravný prostředek – Hospodářská soutěž – Kartelové dohody – Farmaceutické výrobky – Léčivé přípravky proti depresím (citalopram) – Dohody o smírném narovnání patentových sporů uzavřené mezi výrobcem originálních léčivých přípravků, který je držitelem těchto patentů, a výrobci generických léčivých přípravků – Článek 101 SFEU – Potenciální hospodářská soutěž – Omezení z hlediska účelu – Kvalifikace – Výpočet výše pokuty.#Věc C-614/16 P.","","62016CJ0614","2021-03-25",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 25. března 2021.#Arrow Group ApS a Arrow Generics Ltd v. Evropská komise.#Kasační opravný prostředek – Hospodářská soutěž – Kartelové dohody – Farmaceutické výrobky – Trh s léčivými přípravky pro léčbu depresí (citalopram) – Dohody o smírném narovnání patentových sporů uzavřené mezi výrobcem originálních léčivých přípravků, který je držitelem těchto patentů, a výrobci generických léčivých přípravků – Článek 101 SFEU – Potenciální hospodářská soutěž – Omezení z hlediska účelu – Kvalifikace – Výpočet výše pokuty.#Věc C-601/16 P.","","62016CJ0601","2021-03-25",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 25. března 2021.#H. Lundbeck A/S a Lundbeck Ltd v. Evropská komise.#Kasační opravný prostředek – Hospodářská soutěž – Kartelové dohody – Farmaceutické výrobky – Léčivé přípravky proti depresím (citalopram) – Dohody o smírném narovnání patentových sporů uzavřené mezi výrobcem originálních léčivých přípravků, který je držitelem těchto patentů, a výrobci generických léčivých přípravků – Článek 101 SFEU – Potencionální hospodářská soutěž – Omezení z hlediska účelu – Kvalifikace – Výpočet výše pokuty – Tržby přímo či nepřímo související s protiprávním jednáním.#Věc C-591/16 P.","","62016CJ0591","2021-03-25",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 25. března 2021.#Xellia Pharmaceuticals ApS a Alpharma LLC v. Evropská komise.#Kasační opravný prostředek – Hospodářská soutěž – Kartelové dohody – Farmaceutické výrobky – Trh s léčivými přípravky proti depresím (citalopram) – Dohody o smírném narovnání patentových sporů uzavřené mezi výrobcem originálních léčivých přípravků, který je držitelem těchto patentů, a výrobci generických léčivých přípravků – Článek 101 SFEU – Potencionální hospodářská soutěž – Omezení z hlediska účelu – Kvalifikace – Výpočet výše pokuty – Právo na obhajobu – Přiměřená lhůta – Ztráta dokumentů v průběhu času – Obecná povinnost obezřetnosti – Nařízení (ES) č. 1/2003 – Článek 23 odst. 2 druhý pododstavec – Horní hranice pokuty – Zohlednění hospodářského roku předcházejícího roku, v kterém bylo přijato rozhodnutí Evropské komise – Poslední úplný hospodářský rok běžné hospodářské činnosti.#Věc C-611/16 P.","","62016CJ0611","2021-03-25",
"Rozsudek Soudního dvora (sedmého senátu) ze dne 4. března 2021.#Evropská komise v. Spojené království Velké Británie a Severního Irska.#Věc C-664/18.","","62018CJ0664","2021-03-04",
"Rozsudek Soudního dvora (velkého senátu) ze dne 2. března 2021.#A.B. a další v. Krajowa Rada Sądownictwa.#Žádost o rozhodnutí o předběžné otázce podaná Naczelny Sąd Administracyjny.#Řízení o předběžné otázce – Článek 2 a čl. 19 odst. 1 druhý pododstavec SEU – Právní stát – Účinná právní ochrana – Zásada nezávislosti soudů – Postup jmenování do funkce soudce Sądu Najwyższego (Nejvyšší soud, Polsko) – Jmenování do funkce prezidentem Polské republiky na základě usnesení Národní rady soudnictví – Nedostatečná nezávislost této Rady – Neúčinnost prostředku nápravy k soudu, který lze podat proti takovému usnesení – Nález Trybunału Konstytucyjnego (Ústavní soud, Polsko), kterým se zrušuje ustanovení, na němž je založena pravomoc předkládajícího soudu – Přijetí právní úpravy, která stanoví zastavení řízení ze zákona o již projednávaných věcech a vylučuje v těchto věcech budoucí podání jakéhokoli prostředku soudní nápravy – Článek 267 SFEU – Možnost a/nebo povinnost vnitrostátních soudů podat žádost o rozhodnutí o předběžné otázce a trvat na ní – Článek 4 odst. 3 SEU – Zásada loajální spolupráce – Přednost unijního práva – Pravomoc nepoužít vnitrostátní ustanovení, která jsou v rozporu s unijním právem.#Věc C-824/18.","","62018CJ0824","2021-03-02",
"Rozsudek Soudního dvora (velkého senátu) ze dne 2. března 2021.#Trestní řízení proti H. K.#Žádost o rozhodnutí o předběžné otázce podaná Riigikohus.#Řízení o předběžné otázce – Zpracování osobních údajů v odvětví elektronických komunikací – Směrnice 2002/58/ES – Poskytovatelé služeb elektronických komunikací – Důvěrný charakter sdělení – Omezení – Článek 15 odst. 1 – Články 7, 8 a 11, jakož i čl. 52 odst. 1 Listiny základních práv Evropské unie – Právní předpis, který stanoví poskytovatelům služeb elektronických komunikací povinnost plošného a nerozlišujícího uchovávání provozních a lokalizačních údajů – Přístup vnitrostátních orgánů k uchovávaným údajům pro účely vyšetřování – Boj proti trestné činnosti obecně – Povolení udělené státním zastupitelstvím – Použití údajů v rámci trestního řízení jakožto důkazů – Přípustnost.#Věc C-746/18.","","62018CJ0746","2021-03-02",
"Rozsudek Soudního dvora (sedmého senátu) ze dne 11. února 2021.#M.V. a další v. Organismos Topikis Aftodioikisis (O.T.A.) \"Dimos Agiou Nikolaou\".#Žádost o rozhodnutí o předběžné otázce podaná Monomeles Protodikeio Lasithiou.#Řízení o předběžné otázce – Sociální politika – Směrnice 1999/70/ES – Rámcová dohoda o pracovních poměrech na dobu určitou uzavřená mezi organizacemi UNICE, CEEP a EKOS – Ustanovení 5 – Opatření, která mají předcházet zneužití vznikajícímu využitím po sobě jdoucích pracovních smluv nebo poměrů na dobu určitou – Pracovní smlouvy na dobu určitou ve veřejném sektoru – Po sobě jdoucí smlouvy nebo první prodloužená smlouva – Rovnocenné právní opatření – Ústavou stanovený absolutní zákaz přeměny pracovních smluv na dobu určitou na smlouvy na dobu neurčitou – Povinnost konformního výkladu.#Věc C-760/18.","","62018CJ0760","2021-02-11",
"Rozsudek Soudního dvora (sedmého senátu) ze dne 3. února 2021.#Evropská komise v. Maďarsko.#Věc C-637/18.","","62018CJ0637","2021-02-03",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 27. ledna 2021.#Ayuntamiento de Pamplona v. Orange España SAU.#Žádost o rozhodnutí o předběžné otázce podaná Tribunal Supremo.#Řízení o předběžné otázce – Oprávnění pro sítě a služby elektronických komunikací – Místní poplatky za užívání a využívání veřejných pozemků – Směrnice 2002/20/ES – Uplatnění na podniky poskytující služby pevné telefonní sítě a přístupu k internetu – Pojmy ‚sítě elektronických komunikací‛ a ‚služba elektronických komunikací‛ – Článek 12 – Správní poplatky – Článek 13 – Poplatky za práva na užívání a za práva na instalování zařízení – Oblast působnosti – Meze výkonu fiskální pravomoci členských států.#Věc C-764/18.","","62018CJ0764","2021-01-27",
"Rozsudek Soudního dvora (druhého senátu) ze dne 27. ledna 2021.#The Goldman Sachs Group Inc. v. Evropská komise.#Kasační opravný prostředek – Hospodářská soutěž – Kartelové dohody – Evropský trh se silovými kabely – Rozdělení trhu v rámci projektů – Nařízení (ES) č. 1/2003 – Článek 23 odst. 2 – Přičitatelnost protiprávního jednání jedné společnosti jiné společnosti – Domněnka o skutečném výkonu rozhodujícího vlivu – Entita kontrolující 100 % hlasovacích práv spojených s akciemi jiné společnosti.#Věc C-595/18 P.","","62018CJ0595","2021-01-27",
"Rozsudek Soudního dvora (pátého senátu) ze dne 21. ledna 2021.#Päivi Leino-Sandberg v. Evropský parlament.#Kasační opravný prostředek – Přístup k dokumentům orgánů Evropské unie – Nařízení (ES) č. 1049/2001 – Článek 10 – Odepření přístupu – Žaloba podaná k Tribunálu Evropské unie proti rozhodnutí Evropského parlamentu, kterým byl odepřen přístup k dokumentu – Zpřístupnění anotovaného dokumentu třetí osobou po podání žaloby – Nevydání rozhodnutí Tribunálu ve věci samé z důvodu zániku právního zájmu na pokračování v řízení – Nesprávné právní posouzení.#Věc C-761/18 P.","","62018CJ0761","2021-01-21",
"Rozsudek Soudního dvora (třetího senátu) ze dne 21. ledna 2021.#Spolková republika Německo v. Esso Raffinage.#Kasační opravný prostředek – Registrace, hodnocení a povolování chemických látek – Nařízení (ES) č. 1907/2006 (REACH) – Články 5 a 6 – Obecná povinnost registrace chemických látek – Články 41 a 42 – Hodnocení registrační dokumentace a kontrola souladu informací předložených žadateli o registraci – Prohlášení o nesplnění požadavků – Akt napadnutelný žalobou – Právní zájem na podání žaloby – Aktivní legitimace – Pravomoci Evropské agentury pro chemické látky (ECHA) a vnitrostátních orgánů – Povinnost ECHA kontrolovat soulad dalších informací, které na její žádost předložili žadatelé o registraci – Pravomoc ECHA přijímat vhodná rozhodnutí v této záležitosti – Článek 1 – Cíl chránit lidské zdraví a životní prostředí – Články 13 a 25 – Využívání testování na zvířatech – Podpora alternativních metod.#Věc C-471/18 P.","","62018CJ0471","2021-01-21",
"Rozsudek Soudního dvora (prvního senátu) ze dne 14. ledna 2021.#LB a další v. College van burgemeester en wethouders van de gemeente Echt-Susteren.#Žádost o rozhodnutí o předběžné otázce podaná Rechtbank Limburg.#Řízení o předběžné otázce – Aarhuská úmluva – Článek 9 odst. 2 a 3 – Přístupu k právní ochraně – Neexistence přístupu k právní ochraně pro jinou než dotčenou veřejnost – Přípustnost žaloby podmíněná předchozí účastí na rozhodovacím procesu.#Věc C-826/18.","","62018CJ0826","2021-01-14",
"Rozsudek Soudního dvora (třetího senátu) ze dne 13. ledna 2021.#Evropská komise v. Slovinská republika.#Nesplnění povinnosti státem – Článek 258 SFEU – Trh finančních nástrojů – Směrnice 2014/65/EU a (EU) 2016/1034 – Neprovedení nebo nesdělení prováděcích opatření – Článek 260 odst. 3 SFEU – Návrh na uložení povinnosti zaplatit paušální částku.#Věc C-628/18.","","62018CJ0628","2021-01-13",
"Rozsudek Soudního dvora (třetího senátu) ze dne 13. ledna 2021.#Evropská komise v. Slovinská republika.#Nesplnění povinnosti státem – Článek 258 SFEU – Trh finančních nástrojů – Směrnice v přenesené pravomoci (EU) 2017/593 – Neprovedení nebo nesdělení prováděcích opatření.#Věc C-631/18.","","62018CJ0631","2021-01-13",
"Rozsudek Soudního dvora (velkého senátu) ze dne 17. prosince 2020.#Evropská komise v. Maďarsko.#Nesplnění povinnosti státem – Prostor svobody, bezpečnosti a práva – Politiky týkající se kontrol na hranicích, azylu a přistěhovalectví – Směrnice 2008/115/ES, 2013/32/EU a 2013/33/EU – Řízení o přiznání mezinárodní ochrany – Účinný přístup – Řízení na hranicích – Procesní záruky – Povinné umístění v tranzitních prostorech – Zajištění – Navracení neoprávněně pobývajících státních příslušníků třetích zemí – Opravné prostředky proti správním rozhodnutím o zamítnutí žádostí o mezinárodní ochranu – Právo setrvat na území.#Věc C-808/18.","","62018CJ0808","2020-12-17",
"Rozsudek Soudního dvora (druhého senátu) ze dne 17. prosince 2020.#CLCV a další (Odpojovací zařízení ve vznětovém motoru).#Žádost o rozhodnutí o předběžné otázce podaná juges d'instruction du tribunal de grande instance de Paris.#Řízení o předběžné otázce – Sbližování právních předpisů – Nařízení (ES) č. 715/2007 – Článek 3 bod 10 – Článek 5 odst. 2 – Odpojovací zařízení – Motorová vozidla – Vznětové motory – Emise znečišťujících látek – Program ovládající řídicí jednotku motoru – Technologie a strategie umožňující omezit produkci emisí znečišťujících látek.#Věc C-693/18.","","62018CJ0693","2020-12-17",
"Rozsudek Soudního dvora (velkého senátu) ze dne 16. prosince 2020.#Kasační opravný prostředek – Hospodářská a měnová politika – Program na podporu stability Kyperské republiky – Restrukturalizaci kyperského dluhu – Rozhodnutí Rady guvernérů Evropské centrální banky (ECB) týkající se poskytnutí nouzové pomoci v oblasti likvidity na žádost Centrální banky Kypru – Prohlášení Euroskupiny ze dne 25. března, 12. dubna, 13. května a 13. září 2013 – Rozhodnutí 2013/236/EU – Memorandum o porozumění o politice zvláštní hospodářské podmíněnosti uzavřené mezi Kyprem a Evropským mechanismem stability (EMS) – Právo na vlastnictví – Zásada ochrany legitimního očekávání – Rovné zacházení – Mimosmluvní odpovědnost Evropské unie.#Spojené věci C-597/18 P, C-598/18 P, C-603/18 P a C-604/18 P.","","62018CJ0597","2020-12-16",
"Rozsudek Soudního dvora (čtvrtého senátu) ze dne 10. prosince 2020.#Finanzamt Kaufbeuren mit Außenstelle Füssen v. Golfclub Schloss Igling e.V.#Žádost o rozhodnutí o předběžné otázce podaná Bundesfinanzhof.#Řízení o předběžné otázce – Daně – Daň z přidané hodnoty (DPH) – Směrnice 2006/112/ES – Článek 132 odst. 1 písm. m) – Osvobození ‚poskytnutí určitých služeb úzce souvisejících s provozováním sportu nebo tělesnou výchovou‘ od daně – Přímý účinek – Pojem ‚neziskové organizace‘.#Věc C-488/18.","","62018CJ0488","2020-12-10",
"Rozsudek Soudního dvora (velkého senátu) ze dne 8. prosince 2020.#Polská republika v. Evropský parlament a Rada Evropské unie.#Žaloba na neplatnost – Směrnice (EU) 2018/957 – Volný pohyb služeb – Vysílání pracovníků – Pracovní podmínky – Odměňování – Doba trvání vyslání – Určení právního základu – Články 53 a 62 SFEU – Změna stávající směrnice – Článek 9 SFEU – Zásada zákazu diskriminace – Nezbytnost – Zásada proporcionality – Nařízení (ES) č. 593/2008 – Rozsah působnosti – Silniční doprava – Článek 58 SFEU.#Věc C-626/18.","","62018CJ0626","2020-12-08",
"Rozsudek Soudního dvora (velkého senátu) ze dne 8. prosince 2020.#Maďarsko v. Evropský parlament a Rada Evropské unie.#Žaloba na neplatnost – Směrnice (EU) 2018/957 – Volný pohyb služeb – Vysílání pracovníků – Pracovní podmínky – Odměňování – Doba trvání vyslání – Určení právního základu – Články 53 a 62 SFEU – Změna stávající směrnice – Článek 9 SFEU – Zneužití pravomoci – Zásada zákazu diskriminace – Nezbytnost – Zásada proporcionality – Rozsah zásady volného pohybu služeb – Silniční doprava – Článek 58 SFEU – Nařízení (ES) č. 593/2008 – Rozsah působnosti – Zásady právní jistoty a jasnosti právní úpravy.#Věc C-620/18.","","62018CJ0620","2020-12-08",
"Rozsudek Soudního dvora (druhého senátu) ze dne 3. prosince 2020.#Changmao Biochemical Engineering Co. Ltd v. Distillerie Bonollo SpA a další.#Kasační opravný prostředek – Dumping – Dovoz kyseliny vinné pocházející z Číny – Kasační opravný prostředek podaný vedlejším účastníkem řízení v prvním stupni – Článek 56 druhý pododstavec druhá věta statutu Soudního dvora Evropské unie – Částečný prozatímní přezkum – Ztráta statusu podniku působícího v podmínkách tržního hospodářství během přezkumného řízení – Změna konečného antidumpingového cla – Určení běžné hodnoty – Článek 11 odst. 9 nařízení (ES) č. 1225/2009 – Vedlejší kasační opravný prostředek – Žaloba na neplatnost podaná konkurenčními výrobci usazenými na území Evropské unie – Přípustnost – Bezprostřední dotčení – Rozdělení pravomocí ke splnění povinností vyplývajících z rozsudku.#Věc C-461/18 P.","","62018CJ0461","2020-12-03",
"Rozsudek Soudního dvora (velkého senátu) ze dne 1. prosince 2020.#Federatie Nederlandse Vakbeweging v. Van den Bosch Transporten BV a další.#Žádost o rozhodnutí o předběžné otázce podaná Hoge Raad der Nederlanden.#Řízení o předběžné otázce – Směrnice 96/71/ES – Článek 1 odst. 1 a 3 a čl. 2 odst. 1 – Vysílání pracovníků v rámci poskytování služeb – Řidiči v mezinárodní silniční dopravě – Působnost – Pojem ‚vyslaný pracovník‘ – Kabotáž – Článek 3 odst. 1, 3 a 8 – Článek 56 SFEU – Volný pohyb služeb – Kolektivní smlouvy, které byly prohlášeny za všeobecně použitelné.#Věc C-815/18.","","62018CJ0815","2020-12-01",
"Rozsudek Soudního dvora (sedmého senátu) ze dne 26. listopadu 2020.#Skatteverket v. Sögård Fastigheter AB.#Žádost o rozhodnutí o předběžné otázce podaná Högsta förvaltningsdomstolen.#Řízení o předběžné otázce – Vnitrostátní právní předpisy stanovící opravu odpočtů daně z přidané hodnoty (DPH) jinou osobou povinnou k dani, než je osoba povinná k dani, která odpočet původně provedla – Prodej nemovitosti pronajaté společností, jakož i předcházející společností, která byla vlastníkem nemovitosti, uskutečněný prvně uvedenou společností ve prospěch jednotlivců – Ukončení zdanění DPH při prodeji nemovitosti jednotlivcům.#Věc C-787/18.","","62018CJ0787","2020-11-26",
"Rozsudek Soudního dvora (druhého senátu) ze dne 25. listopadu 2020.#Evropská komise v. GEA Group AG.#Kasační opravný prostředek – Kartelové dohody – Evropské trhy s tepelnými cínovými stabilizátory a tepelnými stabilizátory založené na epoxidovaném sójovém oleji a esterech – Stanovení cen, rozdělení trhů a výměna citlivých obchodních informací – Uplatnění maximální výše 10 % obratu na jeden ze subjektů, které tvoří podnik – Zrušení rozhodnutí, kterým se mění pokuta stanovená v původním rozhodnutí, kterým se konstatuje protiprávní jednání – Pokuty – Pojem podniku – Solidární odpovědnost za zaplacení pokuty – Zásada rovného zacházení – Datum splatnosti pokuty v případě změny.#Věc C-823/18 P.","","62018CJ0823","2020-11-25",
